MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,FrstFlrSF,BsmtFinSF2_Flag,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RemodAdd,BuiltYear1,BuiltYear2,BuiltYear3,BuiltYear4,BuiltYear5,BsmtFTM_Flag,GasA_Flag,HasGrg,HasPool,SalePrice
60,4,79.0,96.15092303249095,1,2,1,1,1,1,1,2.0,7,5,2006,2006,1,1,1,1,4,3,1,4,3,3,1,0.0,0,30.643106892089126,30.643106892089126,5,1,5,42.391036788453285,0,0,2,1,3,1,4,8,1,0,0,1,2,2,25.278449319529077,3,3,12.0,7.280109889280518,0,0,0,4,2007,1,1,6.844815479208263,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,12.271392111650817
45,3,60.0,94.86832980505137,1,1,1,2,1,1,1,1.5,6,3,1928,1950,1,1,4,1,3,3,3,2,2,1,1,0.0,0,28.0,28.0,3,0,4,28.0,0,0,1,0,2,1,3,5,1,0,0,2,1,2,18.973665961010276,2,1,0.0,0.0,0,0,0,10,2009,1,1,6.664409020350408,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.238488619268468
60,4,69.0,230.44956064180292,1,3,4,2,2,1,1,2.0,6,5,1992,1992,1,1,2,1,4,3,1,4,3,3,2,31.38470965295043,0,24.392621835300936,39.74921382870358,5,1,5,44.19275958796871,1,0,2,1,3,1,4,9,1,2,2,1,3,2,22.38302928559939,3,3,14.696938456699069,15.198684153570664,0,0,0,6,2007,1,1,6.983789965258135,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,12.388394202324129
120,4,43.0,56.40921910468182,1,1,1,1,1,1,4,1.0,8,5,2004,2005,1,1,1,2,4,3,1,4,3,1,2,4.898979485566356,0,35.09985754956849,35.4400902933387,5,1,5,35.62302626111375,0,0,2,0,2,1,4,6,1,1,3,1,3,2,20.73644135332772,3,3,12.083045973594572,4.47213595499958,0,0,0,4,2010,1,1,7.1459844677143876,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,12.165250651009918
50,4,58.0,91.706052144883,1,1,1,4,2,1,1,1.8,5,3,1910,1996,4,1,4,1,3,2,1,3,3,1,1,0.0,0,25.65151067676132,25.65151067676132,3,1,5,34.40930106817051,0,0,1,0,5,1,3,8,1,0,0,0,0,0,0.0,0,1,0.0,12.288205727444508,0,0,0,5,2006,1,6,6.489204931325317,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,11.302204433654575
80,4,72.0,84.8528137423857,1,1,1,1,1,1,1,4.0,6,6,1976,1976,2,1,3,2,3,3,2,3,3,3,3,25.11971337416094,0,20.248456731316587,32.264531609803356,5,1,5,33.54101966249684,1,0,1,0,3,1,3,6,1,1,2,2,1,1,18.76166303929372,3,3,17.204650534085253,0.0,4,0,0,10,2009,1,3,7.025538314638521,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,11.736069016284437
20,4,93.0,96.8607247546703,1,2,1,3,1,1,1,1.0,7,5,1999,2000,1,1,1,2,4,3,1,4,3,1,1,0.0,0,38.31448812133603,38.31448812133603,5,1,5,38.45776904605882,0,0,2,0,3,1,4,6,1,0,0,1,2,2,24.020824298928627,3,3,10.954451150103322,5.0,0,0,0,7,2008,1,1,7.2991214627108,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,12.160028707028767
60,4,96.0,111.6870628139177,1,1,1,1,1,1,1,2.0,10,5,2007,2008,1,1,1,3,5,3,1,5,3,3,2,35.77708763999664,0,20.049937655763422,41.012193308819754,5,1,5,48.29078587059855,1,0,2,1,3,1,5,9,1,1,5,3,3,3,29.086079144497972,3,3,14.0,11.575836902790225,0,0,0,8,2008,2,2,7.462789157412448,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,12.962194625251508
50,4,50.0,91.67878707749138,1,1,1,1,1,1,1,1.8,5,8,1900,1950,1,1,3,1,3,3,3,3,4,1,5,15.524174696260024,391,15.132745950421556,29.34280150224242,5,1,5,36.9729630946723,1,0,1,0,4,1,3,7,1,0,0,2,1,1,19.595917942265423,3,3,0.0,11.40175425099138,1,0,0,4,2008,1,1,6.8679744089702925,19.77371993328519,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,11.686878772093667
60,4,71.0,110.4943437466371,1,2,1,3,1,1,1,2.0,6,5,2001,2002,1,1,1,1,3,3,1,5,3,1,3,26.267851073127396,0,10.677078252031311,28.35489375751565,5,1,5,44.28317965096906,1,0,2,1,3,1,4,7,1,1,3,3,3,2,23.664319132398465,3,3,11.180339887498949,13.856406460551018,0,0,0,6,2009,1,1,6.6895992691789665,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,12.2783933071098
20,4,69.0,91.31812525451889,1,2,1,1,1,1,1,1.0,5,7,1959,1959,1,1,3,1,3,3,4,0,0,0,0,0.0,0,0.0,0.0,3,1,5,29.698484809834994,0,0,1,0,3,1,3,5,1,0,0,1,2,1,17.146428199482248,3,3,0.0,0.0,1,2,1200,7,2007,1,1,6.782192056006791,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.575900264131617
30,4,69.0,86.2902080192185,1,1,1,2,2,1,1,1.0,4,5,1941,1950,1,1,8,1,3,3,2,3,3,1,5,16.30950643030009,0,22.847319317591726,28.071337695236398,3,1,4,28.071337695236398,0,0,1,0,2,1,3,4,1,2,3,0,0,0,0.0,0,3,0.0,0.0,4,0,0,4,2006,1,3,6.669498089857879,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,11.512925464970229
50,4,60.0,100.66777041337511,1,1,1,1,1,1,1,1.8,5,6,1940,1950,1,1,3,1,3,3,2,3,3,1,1,0.0,0,27.110883423451916,27.110883423451916,4,1,4,32.155870381627054,0,0,1,0,2,1,3,5,1,0,0,2,1,1,15.491933384829668,3,3,0.0,6.244997998398398,0,0,0,7,2007,1,1,6.5998704992128365,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.59910316121128
20,4,68.0,97.83148777362021,1,1,1,1,1,1,1,1.0,5,6,1956,1956,1,1,4,1,3,3,2,3,3,3,4,27.184554438136374,0,20.12461179749811,33.823069050575526,3,1,5,33.823069050575526,1,0,1,0,3,1,3,6,1,0,0,1,1,1,24.413111231467404,3,3,6.6332495807108,0.0,0,0,0,6,2010,1,1,7.042286171939743,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.76756768334381
20,4,60.0,84.8528137423857,1,1,4,1,1,1,1,1.0,5,5,1972,1972,2,1,3,1,3,3,2,3,3,3,5,27.874719729532707,0,10.816653826391969,29.899832775452108,3,1,5,29.899832775452108,0,0,1,0,2,1,3,6,1,0,0,2,2,2,24.49489742783178,3,3,14.66287829861518,0.0,0,0,0,9,2009,1,1,6.795705775173514,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.719939634354555
60,4,69.0,87.12060605849801,1,1,1,1,5,1,1,2.0,5,5,1962,1962,1,1,1,2,3,3,2,3,3,1,3,23.2379000772445,0,18.0,29.393876913398138,3,1,5,42.567593307585526,0,0,2,0,4,1,3,8,1,1,3,1,2,1,16.24807680927192,3,3,0.0,12.96148139681572,0,0,0,7,2007,1,1,6.775366090936392,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12.040608205802641
30,2,60.0,94.69424480928078,1,1,1,2,1,1,1,1.0,5,2,1920,1950,1,1,3,1,3,2,3,2,1,1,1,0.0,0,31.0,31.0,4,1,1,32.817678162843876,0,0,1,0,2,1,3,6,6,0,0,2,1,1,18.384776310850235,1,1,0.0,0.0,0,0,0,11,2007,1,3,6.981934677156389,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.112447898373103
60,5,65.0,90.13878188659973,1,1,1,1,1,1,1,2.0,7,5,2006,2007,1,1,6,3,4,3,1,4,3,1,2,28.495613697550013,0,16.73320053068151,33.04542328371661,5,1,5,39.370039370059054,1,0,2,0,2,1,4,7,1,0,0,1,3,2,20.92844953645635,3,3,0.0,12.96148139681572,0,0,0,10,2009,1,1,7.013915474810528,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,12.392552212472792
120,4,38.0,122.32334200797492,1,3,1,1,1,1,4,1.0,8,5,1996,1996,1,1,7,1,4,3,1,4,3,1,2,28.035691537752374,0,21.77154105707724,35.4964786985977,5,1,5,35.888716889852724,1,0,1,1,1,1,5,4,1,2,4,1,3,2,22.360679774997898,3,3,10.954451150103322,5.477225575051661,0,0,0,12,2008,1,1,7.160845906664299,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,12.411052226216713
20,4,65.0,93.63225939813692,1,2,1,1,1,1,1,1.0,7,5,2005,2005,1,1,1,1,4,3,1,4,3,3,2,4.898979485566356,0,35.86084215408221,36.193922141707716,5,1,5,36.193922141707716,0,0,2,0,3,1,4,6,1,1,4,1,3,2,20.0,3,3,0.0,0.0,0,0,0,7,2006,2,2,7.177782416195197,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12.01364014498549
30,4,60.0,100.99504938362078,1,1,1,1,1,1,1,1.0,5,8,1940,1997,1,1,4,1,3,3,1,3,3,1,1,0.0,0,25.92296279363144,25.92296279363144,5,1,5,25.92296279363144,0,0,1,0,2,1,3,4,1,0,0,2,1,1,15.491933384829668,3,1,12.96148139681572,0.0,2,0,0,8,2008,1,1,6.51025834052315,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.589886506106357
60,4,93.0,109.95453605922768,1,1,1,2,1,1,1,2.0,8,5,1998,1998,2,1,1,2,4,3,1,4,3,1,1,0.0,0,33.77869150810907,33.77869150810907,4,1,5,47.57099956906519,0,0,2,1,4,1,4,10,1,1,3,3,3,2,20.493901531919196,3,3,12.0,11.090536506409418,0,0,0,7,2006,1,3,7.060476365999801,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,12.460714863903755
60,4,69.0,101.8037327409953,1,2,1,1,1,1,1,2.0,6,5,1995,1996,1,1,3,1,3,3,1,4,3,1,1,0.0,0,28.39013913315678,28.39013913315678,4,1,5,39.64845520319802,0,0,2,1,3,1,3,7,1,1,3,3,3,2,19.313207915827967,3,3,0.0,6.324555320336759,0,0,0,5,2007,1,1,6.692083742506628,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,12.031719258385396
20,4,69.0,99.95498987044118,1,2,1,2,2,1,1,1.0,4,4,1976,1993,1,1,5,1,3,3,2,3,3,1,4,33.406586176980134,0,12.84523257866513,35.79106033634656,5,1,5,40.24922359499622,1,0,2,0,3,1,3,8,2,1,3,1,1,2,22.135943621178654,3,3,10.954451150103322,8.831760866327848,4,0,0,6,2009,1,1,7.3901814282264295,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,11.918390573078392
50,4,51.0,102.37187113655781,1,1,1,1,1,1,1,1.8,6,5,1936,1950,1,1,3,1,3,3,3,3,3,1,1,0.0,0,32.61901286060018,32.61901286060018,5,1,4,40.48456495999432,0,0,1,0,3,1,3,6,6,0,0,2,1,1,15.491933384829668,3,3,0.0,0.0,0,0,0,3,2008,1,1,7.061334366910438,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.652687407345388
70,4,63.0,124.80384609458156,1,1,1,1,1,1,1,2.0,6,7,1915,1976,1,1,4,1,3,3,3,4,3,1,1,0.0,0,28.982753492378876,28.982753492378876,5,1,5,40.98780306383839,0,0,2,0,4,1,3,8,1,0,0,1,1,1,17.549928774784245,3,3,0.0,0.0,0,0,0,3,2008,1,1,6.733401891837359,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,12.083905011555967
60,4,109.0,118.97058459972364,1,1,1,2,1,1,1,2.0,7,5,2006,2006,1,1,1,2,4,3,1,5,4,1,1,0.0,0,32.60368077380221,32.60368077380221,5,1,5,46.604720790924176,0,0,2,1,3,1,4,9,1,1,4,1,2,3,30.773365106858236,3,3,13.856406460551018,7.874007874011811,0,0,0,8,2007,2,2,6.976348070447749,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,12.542544882151386
60,5,85.0,103.92304845413264,1,1,1,1,1,1,1,2.0,8,5,2007,2008,1,1,1,3,4,3,1,5,3,1,2,28.089143810376278,0,15.652475842498529,32.155870381627054,5,1,5,45.58508528016593,1,0,2,1,3,1,5,8,1,1,4,1,3,3,28.91366458960192,3,3,0.0,10.099504938362077,0,0,0,4,2008,2,2,6.956545443151569,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,12.73596533201339
20,4,68.0,97.83148777362021,1,1,1,1,1,1,1,1.0,5,3,1958,1958,1,1,0,1,3,2,2,3,2,1,1,0.0,0,35.7211421989835,35.7211421989835,3,1,4,35.7211421989835,0,0,1,0,3,1,3,5,4,0,0,1,1,1,18.708286933869708,3,3,0.0,0.0,0,0,0,6,2009,3,3,7.151485463904735,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,11.002099841204238
190,4,100.0,186.14510468986285,1,1,2,1,1,1,2,1.0,5,5,1955,1955,2,1,4,1,3,3,2,3,3,2,5,32.49615361854384,0,0.0,32.49615361854384,3,0,5,32.49615361854384,1,0,1,0,3,1,3,5,1,0,0,1,3,2,23.916521486202797,3,3,16.24807680927192,0.0,0,0,0,1,2006,1,1,6.962243464266207,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.884489021402711
20,5,69.0,66.35510530471637,1,3,1,1,1,1,1,1.0,7,5,2009,2009,1,1,3,3,5,3,1,5,3,3,2,24.041630560342615,0,29.866369046136157,38.34057902536163,5,1,5,38.44476557348217,1,0,2,1,2,1,4,7,1,1,4,1,3,2,22.0,3,3,0.0,12.0,0,0,0,6,2010,2,2,7.298445101508147,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,12.310432660854417
30,2,56.0,94.65727652959386,1,1,1,1,3,1,1,1.0,5,6,1927,1950,1,1,8,1,3,3,2,3,3,1,1,0.0,0,31.74901573277509,31.74901573277509,4,1,4,32.0624390837628,0,0,1,0,2,1,3,5,1,1,4,2,1,2,18.973665961010276,3,3,0.0,0.0,0,0,0,3,2010,1,1,6.93537044601511,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.652687407345388
60,4,59.0,105.96225743159684,1,3,1,3,1,1,1,2.0,7,5,1993,1993,1,1,1,1,4,3,1,4,3,1,4,7.0710678118654755,531,22.338307903688676,32.863353450309965,5,1,5,45.79301256742124,0,1,2,1,3,1,4,9,1,1,3,1,1,3,26.038433132583073,3,3,14.0,13.674794331177344,0,0,0,12,2008,1,1,6.984716320118266,23.043437243605826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,12.337100907936577
20,4,73.0,94.33451118228153,1,2,1,1,1,1,1,1.0,7,5,2007,2007,1,1,1,1,4,3,1,4,3,3,2,4.898979485566356,0,36.27671429443411,36.60601043544625,5,1,5,36.60601043544625,0,0,2,0,3,1,4,6,1,0,0,1,3,2,19.8997487421324,3,3,10.0,5.477225575051661,0,0,0,8,2007,2,2,7.200424892944957,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12.106992367829498
60,4,74.0,88.56635930193812,1,1,1,1,1,1,1,2.0,6,7,1978,1978,2,1,2,2,3,3,2,3,3,1,3,14.45683229480096,0,21.517434791350013,25.92296279363144,3,1,5,37.416573867739416,0,0,1,1,3,1,3,6,1,1,3,1,3,2,20.97617696340303,3,3,0.0,0.0,0,0,0,3,2006,1,1,6.51025834052315,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,11.915051671812877
70,4,86.0,149.73309587395835,1,2,1,1,2,1,1,2.0,6,6,1918,1950,2,1,4,1,3,3,3,4,3,1,4,33.58571124749333,0,15.556349186104045,37.013511046643494,3,0,4,51.22499389946279,1,0,2,1,4,1,3,10,1,1,4,2,1,3,29.393876913398138,3,1,0.0,0.0,0,0,0,11,2007,1,1,7.222566018822171,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,12.384218830913648
50,4,60.0,90.33271832508971,1,1,1,1,1,1,1,1.8,5,6,1940,1950,1,1,3,1,3,3,3,3,3,1,3,17.663521732655695,0,21.071307505705477,27.49545416973504,2,0,3,33.67491648096547,1,0,1,1,3,1,3,7,1,0,0,2,1,1,15.491933384829668,3,2,0.0,0.0,0,0,0,4,2007,1,6,6.628041376179533,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,11.744037185933616
20,4,65.0,91.92388155425118,1,1,1,1,1,1,1,1.0,5,6,1968,1968,1,1,1,1,3,3,2,3,3,1,4,27.83882181415011,0,16.76305461424021,32.49615361854384,5,1,5,32.49615361854384,1,0,1,0,3,1,3,6,1,1,2,1,1,1,17.435595774162696,3,3,0.0,9.219544457292887,0,0,0,7,2010,1,1,6.962243464266207,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.863582336583399
90,2,78.0,84.02380615040002,1,1,1,1,1,1,3,3.0,7,5,1997,1998,1,1,1,2,3,4,1,4,4,4,2,36.180105030251084,0,5.916079783099616,36.66060555964672,5,1,5,36.66060555964672,2,0,2,0,2,2,3,8,1,0,0,1,3,4,28.0,3,3,0.0,0.0,0,0,0,11,2008,1,5,7.203405521083095,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,12.237086699059343
20,4,69.0,128.97674208941703,1,2,1,4,1,1,1,1.0,6,7,1977,2000,1,1,6,3,4,3,2,4,3,1,3,35.298725189445584,0,18.867962264113206,40.024992192379,4,1,5,40.024992192379,0,1,2,0,3,1,4,8,1,1,3,1,3,2,23.0,3,3,15.491933384829668,0.0,0,0,0,6,2009,1,1,7.379008127628304,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,12.2783933071098
20,4,100.0,147.47881203752627,1,1,3,1,3,1,1,1.0,5,5,1954,1954,2,1,2,1,3,3,2,3,3,1,1,0.0,0,31.432467291003423,31.432467291003423,5,1,4,31.432467291003423,0,0,1,0,2,1,3,4,1,0,0,1,2,2,22.80350850198276,3,1,0.0,0.0,0,0,0,2,2008,1,1,6.895682697747868,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,11.635143097694478
60,4,80.0,95.91663046625439,1,1,1,1,1,1,1,2.0,8,5,1998,1998,1,1,1,2,4,3,1,4,3,1,2,31.400636936215164,0,22.0,38.34057902536163,4,1,5,51.28352561983234,1,0,2,1,4,1,4,8,1,1,3,1,3,3,26.38181191654584,3,3,0.0,8.12403840463596,0,0,0,6,2008,1,1,7.293017679772782,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,12.66032791780777
20,4,72.0,94.86832980505137,1,1,1,1,1,1,1,1.0,6,5,1956,1956,1,1,4,2,3,3,2,4,3,1,5,24.819347291981714,0,24.08318915758459,34.583232931581165,4,1,4,34.583232931581165,1,0,1,0,2,1,3,6,1,1,4,1,2,1,17.233687939614086,3,3,0.0,6.6332495807108,0,0,0,5,2008,1,1,7.086737934510577,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.842229212112828
60,2,60.0,58.12056434688156,1,1,3,1,1,1,1,2.0,7,8,1946,1992,1,1,2,1,3,4,2,3,3,1,1,0.0,0,25.514701644346147,25.514701644346147,4,1,5,37.26929030716845,0,0,1,1,3,1,3,6,1,2,4,2,1,1,15.491933384829668,3,2,0.0,0.0,0,0,0,9,2009,1,1,6.561030665896573,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.813030057420567
80,4,69.0,113.13708498984761,1,1,4,1,1,1,1,4.0,7,5,1989,1989,1,1,4,2,4,3,1,4,3,4,2,38.961519477556315,0,0.0,38.961519477556315,4,1,5,40.54626986542659,1,1,2,0,2,1,4,5,1,1,3,1,3,2,23.853720883753127,3,3,8.94427190999916,0.0,0,0,0,8,2009,1,1,7.404887575616125,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,12.524526376648708
20,4,77.0,92.69843580125827,1,2,1,1,1,1,1,1.0,4,6,1957,1957,2,1,3,1,3,3,2,3,3,1,5,16.97056274847714,0,24.879710609249457,30.116440692751194,5,1,5,30.116440692751194,0,0,1,0,3,1,3,5,1,0,0,2,1,1,18.76166303929372,3,3,0.0,0.0,0,0,0,7,2008,1,1,6.810142450115136,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.59917655301345
20,4,64.0,82.23138087129512,1,1,1,1,1,1,1,1.0,7,5,2007,2007,1,1,1,2,4,3,1,4,3,1,2,25.768197453450252,0,23.323807579381203,34.75629439396553,5,1,5,34.75629439396553,1,0,2,0,2,1,4,6,1,0,0,1,2,2,25.059928172283335,3,3,10.246950765959598,7.3484692283495345,0,0,0,9,2007,2,2,7.0967213784947605,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12.182804018590819
20,4,130.0,107.03737664946763,1,2,1,2,1,1,1,1.0,6,5,1988,1988,1,1,2,1,3,3,2,4,3,2,2,31.701734968294716,0,19.672315572906,37.30951621235526,3,1,5,37.57658845611187,1,0,2,0,3,1,4,6,1,1,3,1,1,2,24.0,3,3,0.0,0.0,0,0,0,3,2009,1,1,7.252762418053187,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,12.072541252905651
160,2,21.0,40.98780306383839,1,1,1,1,1,1,5,2.0,6,5,1971,1971,1,1,2,2,3,3,2,3,3,1,3,19.672315572906,0,9.797958971132712,21.97726097583591,3,1,5,31.416556144810016,0,0,1,1,2,1,3,4,1,0,0,2,1,1,16.24807680927192,3,3,0.0,0.0,0,0,0,7,2008,3,3,6.180016653652572,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.355101379776661
